,geometry,barrier,addr:city,amenity,name,operator,wheelchair,source,foot,created_by,bicycle,motor_vehicle,access,opening_hours,opening_hours:covid19,man_made,surveillance,survey:date,addr:postcode,operator:wikidata,ref,operator:wikipedia,natural,addr:housenumber,kerb,addr:country,addr:street,wikidata,wikipedia,note,material,level,check_date,parking,landuse,website,leisure,leaf_type,description,tourism,fee,addr:housename,emergency,artist_name,historic,start_date,opening_hours:signed,end_date,traffic_calming,shop,railway,recycling_type,fixme,artwork_type,covered,height,residential,noname,indoor,capacity,lit,military,name:ru,alt_name,surface,name:en,wikimedia_commons,power,phone,government,office,private,industrial,access:conditional,colour,nodes,place,internet_access,name:es,name:it,operator:type,source:heritage,dog,heritage,heritage:operator,mhs:inscription_date,name:da,name:et,name:tr,name:zh,ref:mhs,short_name,tourism:visitors,denomination,name:he,religion,website:image,wall,layer,url,water,disused:amenity,old_name,source:name,width,name:etymology:wikidata,leaf_cycle,internet_access:fee,internet_access:operator,name:etymology:wikipedia,source:internet_access,healthcare,healthcare:speciality,ref:FR:FINESS,type:FR:FINESS,sport,produce,trees,air_conditioning,architect,building,building:level:0,building:level:1,building:level:2,building:level:3,building:levels,stroller,roof:material,roof:shape,year_of_construction,boat,name:fr,name:ko,name:ar,name:de,name:el,disused:landuse,guest_house,note:fr,official_name,email,drinking_water,construction,crop,ref:FR:FANTOIR,picture,ref:UAI,school:FR,source:landuse,building:height,gated_community,roof:height,community,contact:phone,community:en,community:gender,garden:style,reservoir,contact:website,ref:FR:RTE,ref:FR:RTE_nom,substation,voltage,embankment,CLC:code,CLC:id,CLC:year,fax,fence_type,contact:housenumber,contact:street,product,contact:postcode,garden:type,plant:method,plant:output:electricity,plant:output:steam,plant:source,ref:EU:ENTSOE_EIC,ref:FR:DREAL,ref:FR:SINOE,ref:FR:SIRET,phone:2,quantity,construction:railway,area,opening_date,source:ref:UAI,contact:city,substance,room,comment,plant:output:hot_water,bridge:structure,phone:FR,contact:email,facebook,community:fr,golf,contact:facebook,owner,power_supply,location,chess,max_age,url_fiche,landcover,user,building:levels:underground,alt_name_1,construction:leisure,cadastre,building:part,construction:highway,source:position,polling_station,ways,type,name:ja,service,depot,population,name:ca,name:cs,site,centroid,NTL,total,brownfield,commercial,farmland,forest,grass,retail,brownfield_mean_distance,brownfield_mean_NTL,commercial_mean_distance,commercial_mean_NTL,construction_mean_distance,construction_mean_NTL,farmland_mean_distance,farmland_mean_NTL,forest_mean_distance,forest_mean_NTL,grass_mean_distance,grass_mean_NTL,industrial_mean_distance,industrial_mean_NTL,residential_mean_distance,residential_mean_NTL,retail_mean_distance,retail_mean_NTL,Over_illumination,Trespass,Clutter
32,"POLYGON ((2.3900318 48.8475703, 2.3903556 48.847607, 2.390379 48.8475277, 2.3903769 48.8475252, 2.3903813 48.8475103, 2.3903848 48.8474983, 2.3904479 48.847505, 2.3904549 48.847502, 2.3905671 48.8475151, 2.3905662 48.8475304, 2.3905655 48.8475357, 2.3905426 48.8476286, 2.3906092 48.847636, 2.3907056 48.8475485, 2.3907921 48.8474651, 2.3905921 48.8473678, 2.3903738 48.8472615, 2.390586 48.8470637, 2.3906384 48.847017, 2.3910457 48.8472176, 2.3911169 48.8471482, 2.3884648 48.8458491, 2.3879189 48.8463066, 2.3879844 48.8463387, 2.3881343 48.8464129, 2.3882926 48.8464908, 2.3882884 48.8464952, 2.3884125 48.8465565, 2.3886098 48.8466538, 2.388713 48.8467047, 2.3887949 48.8467419, 2.3888427 48.8467687, 2.3890052 48.8468486, 2.3892625 48.8469755, 2.3894843 48.8470848, 2.389667 48.847175, 2.3899448 48.8473118, 2.3899668 48.8473228, 2.390084 48.8473781, 2.390084 48.8473803, 2.3900318 48.8475703))",,,,Résidence L'Estérel,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2013;survey,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,5,,,"[2959090733, 916639851, 916643000, 916642017, 916638777, 2959089929, 2959089931, 2959089930, 2959089932, 916643024, 916637358, 916643687, 1376039459, 916640665, 2959089928, 916640259, 916639104, 916639847, 916644085, 916640185, 2959089925, 2959089919, 916638920, 916638973, 916638388, 916641363, 916643673, 916645160, 916639031, 916642814, 2959089922, 916640914, 916638944, 916641917, 916640795, 916639549, 2959089926, 2959089927, 916638182, 916637973, 2959090733]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2.389442155299553 48.84671188027394),44.955,329.0,8.0,1.0,0.0,16.0,217.0,0.0,1922.267368360999,45.69000244140625,1798.261922832,39.724998474121094,2153.0041056738055,55.75238800048828,,,2759.803622229986,47.420623779296875,1942.47251865164,55.52719497680664,2328.0250114675864,59.3339958190918,2986.096590787693,47.813995361328125,,,17763.39453125,1.9491741146880315,0.003597733065306771
33,"POLYGON ((2.3895449 48.8837659, 2.3895308 48.8838078, 2.3894986 48.8839009, 2.3894789 48.8839579, 2.3894295 48.8841019, 2.3892029 48.88407, 2.389211 48.884047, 2.3890441 48.8840245, 2.3888187 48.8839941, 2.3884152 48.8839398, 2.3881828 48.8839083, 2.38774 48.8838491, 2.3878264 48.8836453, 2.3878757 48.8835297, 2.3879096 48.8834495, 2.3880477 48.8834765, 2.388243 48.883514, 2.388392 48.883542, 2.3884976 48.883563, 2.3884985 48.8835617, 2.3887466 48.8836171, 2.3886761 48.8837499, 2.3888291 48.883771, 2.3889799 48.8835409, 2.3892226 48.8836376, 2.3895449 48.8837659))",,,,Résidence Manin,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre;mise à jour : 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,13,,,"[3018790160, 784702623, 784620193, 784677235, 784590099, 3018790164, 3018790163, 784645331, 784694202, 784570903, 784568472, 3018790162, 784636150, 784652793, 784651565, 784701296, 2055977711, 2055977721, 3018790158, 784572148, 784695213, 3018790159, 3018790161, 3018790157, 7151761726, 3018790160]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2.3886514568658086 48.883778473133205),42.17,652.0,18.0,7.0,0.0,43.0,439.0,1.0,2397.9968912916534,45.90999984741211,2280.3253271650187,56.75786209106445,2244.235117342898,44.72837829589844,,,884.618104865347,37.95732498168945,2041.0378482537217,49.000911712646484,2710.8075301349545,46.71307373046875,2846.6395597105097,49.135833740234375,1908.3239525125896,52.81999969482422,30938.326171875,3.4515508414807003,0.0028292892363735766
34,"POLYGON ((2.2281479 48.884009, 2.227653 48.883585, 2.227646 48.8835458, 2.2278873 48.8831148, 2.228035 48.8828509, 2.2289651 48.8834581, 2.2281479 48.884009))",,,,Résidence Palissy,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,18,,,"[3359856311, 3359856310, 3359856309, 5523309468, 3359856305, 3359856307, 3359856311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2.228227007611905 48.883452184279484),73.175,923.0,8.0,7.0,0.0,203.0,533.0,1.0,1857.083874642132,69.48625183105469,1995.60680137877,56.157859802246094,1753.2815141943654,66.39239501953125,,,2415.893309175217,37.06029510498047,2023.9765693527584,61.26823425292969,2328.4219461159614,58.4022216796875,2011.3136621588453,56.54853057861328,2303.4651562817485,63.540000915527344,51776.3984375,6.338174360184765,0.00564832887357292
35,"POLYGON ((2.3340767 48.8938547, 2.334161 48.893843, 2.3343719 48.8938135, 2.3347616 48.8937604, 2.3351217 48.8937105, 2.335101 48.8936807, 2.3350225 48.8935654, 2.3348968 48.8933817, 2.3348663 48.8933373, 2.3348492 48.893312, 2.3347742 48.8932026, 2.3347253 48.8931312, 2.334657 48.8930313, 2.3345794 48.8930512, 2.3343356 48.8931134, 2.3340796 48.8931784, 2.3340249 48.8931926, 2.3338031 48.8932293, 2.3338069 48.8932381, 2.3338583 48.8933557, 2.3338655 48.8933718, 2.3338902 48.8934281, 2.3339416 48.8935454, 2.333974 48.8936196, 2.3340377 48.893765, 2.3340399 48.8937704, 2.3340767 48.8938547))",,,,Cité montmartre aux artistes,,,,,,,,,,,,,,,,,,,189,,,Rue Ordener,Q22248248,fr:Cité Montmartre-aux-artistes,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,9,,,"[913717606, 913716215, 913715700, 913718618, 913719144, 913718570, 913713016, 913716697, 913717657, 913718353, 913717530, 913718276, 913715872, 913717974, 913718700, 913719397, 7157463432, 7157463433, 3371877927, 913718363, 913715259, 913719080, 913715768, 913715856, 913714044, 913712733, 913717606]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2.3344316104098515 48.89346588810497),41.965,470.0,7.0,1.0,0.0,21.0,312.0,2.0,2521.6754468137146,67.70356750488281,2370.443299787734,58.15999984741211,2158.0277173944446,57.6973876953125,,,2045.9971343809996,50.67642593383789,1976.569832505312,56.83837890625,2348.464105911796,57.40333557128906,2694.860524798957,58.03600311279297,1918.7596062192943,57.51749801635742,26635.01953125,2.916806762899686,0.0031384736833493776
36,"POLYGON ((2.3020425 48.8171931, 2.3021327 48.8172624, 2.3020886 48.8172838, 2.3021922 48.8173659, 2.3023053 48.8174559, 2.3023786 48.8175144, 2.3024318 48.8175565, 2.3024928 48.8176048, 2.3025256 48.817631, 2.3026048 48.8176938, 2.3024323 48.8177775, 2.3023273 48.8176875, 2.3022901 48.8176556, 2.3019718 48.8177847, 2.3018805 48.8177139, 2.3018442 48.8176859, 2.3017995 48.8176511, 2.3016438 48.8175305, 2.3016741 48.8175122, 2.3017721 48.8174608, 2.3017753 48.8174623, 2.3018276 48.8174366, 2.3018185 48.8174291, 2.3019285 48.817369, 2.3020004 48.817329, 2.3018675 48.8172233, 2.3017998 48.8172581, 2.3016871 48.81732, 2.3016356 48.8173501, 2.3015366 48.8173994, 2.301471 48.8174321, 2.3013706 48.8174823, 2.3012598 48.8173825, 2.3015126 48.8172529, 2.3014477 48.8171979, 2.3014274 48.8172081, 2.3013997 48.817222, 2.3012734 48.8171097, 2.3016756 48.8169088, 2.3017411 48.8169599, 2.3018907 48.8170764, 2.3019202 48.8170991, 2.3020425 48.8171931))",,,,Résidence Les trois Allées,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,5,,,"[975559053, 975551635, 975572870, 975543711, 975571250, 975585131, 975545471, 975593983, 975547884, 975553947, 3587991154, 975557799, 3587991152, 975546977, 975551690, 975579192, 975580522, 975567758, 975598504, 3588022731, 3588059794, 3585377003, 975547491, 975543650, 3585396356, 3585396353, 975560888, 975569121, 975570658, 975543733, 975603165, 975558098, 975561622, 975558764, 975595584, 975588257, 975592247, 975568420, 975561519, 975586968, 975593501, 975551469, 975559053]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2.3018794019199476 48.81737925363269),50.739998,719.0,5.0,1.0,0.0,24.0,514.0,1.0,2562.738780887582,50.58599853515625,3012.6075010733666,55.08000183105469,1801.8634241185805,52.19582748413086,,,1676.7573914325355,51.74479293823242,1540.7726399867176,54.21015548706055,2277.4102205810905,58.89599609375,1564.1630458334241,52.76384735107422,3341.010095462938,42.02000045776367,38424.3515625,5.920937786436862,0.0032634763922207073
37,"POLYGON ((2.4308788 48.8423275, 2.4310654 48.8431606, 2.4310892 48.8432683, 2.4310265 48.8432735, 2.4308265 48.8432929, 2.4306797 48.8433067, 2.4303836 48.8433346, 2.4303419 48.8433696, 2.4303754 48.8435226, 2.4303824 48.8435548, 2.4303953 48.8436126, 2.4303966 48.8436179, 2.4303998 48.8436323, 2.43045 48.8438598, 2.4304578 48.8438987, 2.4303469 48.8439084, 2.4301648 48.8439252, 2.430163 48.8439174, 2.4301405 48.8438086, 2.4301104 48.8438114, 2.4300224 48.8438197, 2.4299996 48.8438218, 2.429953 48.8438262, 2.4297145 48.8438479, 2.4296886 48.8438502, 2.4296695 48.843852, 2.4293711 48.8438796, 2.4293391 48.8438825, 2.4292972 48.8438864, 2.4292608 48.8438897, 2.4292161 48.8438939, 2.4290868 48.843906, 2.4290603 48.8439085, 2.4289551 48.8439181, 2.4289053 48.8439226, 2.4288679 48.843926, 2.428787 48.8439333, 2.4287831 48.8439336, 2.428675 48.8439434, 2.4286745 48.84394, 2.4286711 48.8439177, 2.4286706 48.8439128, 2.4286442 48.8437318, 2.42864 48.8437032, 2.4286327 48.8436564, 2.4286252 48.8436045, 2.4286203 48.8435724, 2.4286165 48.8435451, 2.4285929 48.8433872, 2.4285766 48.8432784, 2.4285727 48.8432523, 2.4285671 48.8432158, 2.4285664 48.8432109, 2.4285652 48.8432023, 2.4285542 48.8431323, 2.4285508 48.8431099, 2.4285411 48.8430451, 2.4285133 48.8428499, 2.428504 48.8427874, 2.4285001 48.8427639, 2.4284912 48.8427015, 2.4284892 48.8426883, 2.428489 48.8426848, 2.4284836 48.8426489, 2.4284791 48.8426159, 2.4284646 48.8425205, 2.4284518 48.8424357, 2.4284441 48.8423824, 2.4284375 48.8423392, 2.4284249 48.8422523, 2.4284099 48.8421449, 2.4284502 48.8421412, 2.4284937 48.8421373, 2.4285832 48.8421293, 2.4286803 48.8421207, 2.4288675 48.8421035, 2.428895 48.842101, 2.4289455 48.8420963, 2.4290884 48.8420835, 2.4292863 48.8420657, 2.4294382 48.8420519, 2.4294814 48.8420479, 2.4296117 48.8420358, 2.4296615 48.8420308, 2.4296814 48.8421181, 2.4297678 48.8421102, 2.4303246 48.8420587, 2.4304832 48.842045, 2.4305937 48.8420347, 2.4306814 48.8420264, 2.4307649 48.842019, 2.4307919 48.8420165, 2.4308104 48.842015, 2.430873 48.8422917, 2.4308788 48.8423275))",,,,Villa du Parc du Château,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,3,,,"[8202133365, 3642459204, 3642459205, 975769311, 975774938, 8199685303, 975814253, 975801359, 8202145518, 975778587, 975766861, 975841116, 975804154, 975808058, 3642459207, 3642459208, 975768906, 975790602, 975821974, 975781091, 975826093, 975779037, 975792559, 975835867, 975827986, 975767028, 975794100, 975813363, 975829147, 975764260, 975779328, 975759738, 975779573, 975764553, 975762809, 975817313, 975804019, 975838148, 975763843, 975763033, 975833274, 975811403, 975792567, 975767266, 975761441, 975774178, 975792275, 975769211, 3642459206, 975778737, 975768304, 975794209, 975763464, 975819223, 975792551, 975773328, 975817640, 975763728, 975763388, 975769731, 975809979, 975777613, 975777677, 975801883, 975765616, 3642459203, 975796036, 975768702, 975793574, 975835711, 3642459201, 975812040, 975786290, 975809789, 975819290, 975790338, 975766030, 975769310, 975776607, 975762607, 975770353, 975790576, 975811967, 975838015, 975777708, 975780642, 975790254, 975818672, 975791179, 975791557, 975815541, 975838863, 3642459200, 3642459202, 8202133365]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2.4296762173746593 48.84292163885851),35.980003,665.0,5.0,1.0,4.0,152.0,421.0,1.0,2261.960654563284,39.91599655151367,589.2561427420376,39.11000061035156,1858.6967933667054,40.0625,3221.958002057187,9.444999694824219,1920.919590629291,21.650426864624023,1218.5101730010051,35.78293228149414,1906.1992336521314,36.77499771118164,2866.969513674748,42.08708190917969,533.8641622929391,29.635000228881836,21576.5,3.60906524350023,0.003077122950348429
38,"POLYGON ((2.2354118 48.8165537, 2.2353689 48.8162357, 2.235275 48.8159721, 2.2363828 48.8157871, 2.2369943 48.8156141, 2.2374109 48.8154989, 2.2378459 48.8154445, 2.2379527 48.815642, 2.237056 48.8159685, 2.2365652 48.8161439, 2.236136 48.8163029, 2.2354118 48.8165537))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,5,,,"[3870732061, 3870732063, 3870732071, 3870732065, 3870732073, 3870725353, 3870725350, 3870732074, 3870732064, 3870732066, 3870732067, 3870732061]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2.236456677384755 48.81595788384567),31.355,388.0,3.0,1.0,0.0,53.0,221.0,0.0,1985.0344749132007,42.32332992553711,1784.1053079193427,57.87999725341797,1918.9838091779661,42.88203811645508,,,2026.7123234819326,37.44274139404297,1849.7539481828942,34.117332458496094,1742.871448907039,25.834003448486328,1325.0604740336073,32.94285583496094,,,13583.3349609375,1.775618116302877,0.0031088695935883354
39,"POLYGON ((2.2352348 48.8159143, 2.2362326 48.8157483, 2.2365813 48.8156882, 2.2369058 48.8155764, 2.2366671 48.8152078, 2.236431 48.8151019, 2.2363964 48.815052, 2.2361467 48.8146531, 2.2354064 48.8149358, 2.2347573 48.8150948, 2.2352348 48.8159143))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,5,,,"[3870725342, 3870725354, 3870725346, 3870725349, 3870725356, 3870732058, 3870725352, 3870732060, 3870732068, 3870725348, 3870725342]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2.2358069265994427 48.81533652540255),31.355,376.0,2.0,1.0,0.0,45.0,224.0,0.0,1653.6332517443284,41.81749725341797,1893.4109771518495,57.87999725341797,1838.9647303719419,43.264564514160156,,,1930.202026062011,35.55900192260742,1861.5284948927354,33.3930549621582,1731.7006657035604,25.834003448486328,1305.5024500728114,32.94285583496094,,,12794.455078125,1.6822195605680903,0.0030385660804788965
40,"POLYGON ((2.2406285 48.837381, 2.2407687 48.8374033, 2.240782 48.8374055, 2.2408481 48.837416, 2.2408632 48.8373674, 2.2408792 48.8373167, 2.2410058 48.8373375, 2.2410648 48.8373469, 2.2410924 48.8373513, 2.2410972 48.8373522, 2.2412472 48.8373765, 2.2413254 48.8372371, 2.2411993 48.8372166, 2.2411491 48.8372086, 2.2410259 48.8371888, 2.2410451 48.8371352, 2.2410233 48.8371319, 2.2410345 48.8370995, 2.2410458 48.837067, 2.2409184 48.8370481, 2.2408905 48.8370439, 2.2408847 48.8370432, 2.2408119 48.8370322, 2.2407423 48.8370219, 2.2406934 48.8370146, 2.2405804 48.8373735, 2.2406145 48.8373787, 2.2406285 48.837381))",,,,Résidence Saussière,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour : 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,5,,,"[802014656, 802013491, 802011401, 802010812, 802009739, 3905333046, 802013680, 802010125, 802014806, 802010422, 802015868, 802009700, 802014471, 802009295, 3905333044, 3905333043, 802011031, 802010691, 3905333042, 802008775, 802016749, 802016473, 802013596, 802009724, 802010508, 3905333047, 802011298, 802014656]",,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2.240896120898587 48.83722910373744),36.574997,805.0,4.0,3.0,0.0,160.0,512.0,0.0,1398.5004538549656,36.31500244140625,1727.3097615954546,44.35333251953125,1921.2069325296495,45.836875915527344,,,2301.104336829057,32.57793426513672,1801.6175213790962,38.005149841308594,2394.5595027704194,27.434001922607422,2972.587244860676,39.27000045776367,,,29976.25390625,3.727754443608096,0.003045090079173575
41,"POLYGON ((2.4199189 48.8730161, 2.4195649 48.8726826, 2.4190329 48.8721814, 2.419036 48.8721673, 2.4190431 48.872135, 2.4198893 48.8716599, 2.4201701 48.8715022, 2.4202378 48.8715136, 2.4204516 48.8717863, 2.4207869 48.8722896, 2.4209639 48.8724939, 2.4209446 48.8725397, 2.4204686 48.8727034, 2.4203697 48.8727623, 2.4200904 48.8729205, 2.4200548 48.8729404, 2.4199189 48.8730161))",,,,Résidence Loriettes-Gambetta,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,8,,,"[3978165279, 4179023534, 3978165273, 951280423, 3978165272, 8019176803, 3978165269, 3978165270, 3978165271, 3978165275, 3978165276, 3978165277, 3978165278, 951279753, 951285816, 8019176790, 3978165279]",,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2.420014157233822 48.872265596553326),44.045,583.0,13.0,1.0,8.0,50.0,372.0,1.0,2259.985926172799,43.33269500732422,2994.0080222370943,39.724998474121094,1936.0629783848658,45.78949737548828,2698.3189403387078,33.66999816894531,1389.7262729863755,41.677799224853516,1989.378682337135,43.95634460449219,1987.9766476367486,46.103126525878906,2197.994986565409,46.51531219482422,3158.6841033395535,42.029998779296875,25491.875,3.192723045612876,0.003215511183616289
42,"POLYGON ((2.3926154 48.9014204, 2.3928242 48.901574, 2.3930813 48.9014231, 2.3928475 48.9012578, 2.3927956 48.9012877, 2.3928126 48.9013008, 2.3926154 48.9014204))",,,,Mail Chocolaterie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,14,,,"[867528701, 4035159642, 867487726, 867457824, 867453645, 867503924, 867528701]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2.3928466744988293 48.90141948876693),50.69,589.0,36.0,8.0,1.0,15.0,384.0,1.0,1777.2007352783685,57.67791748046875,1772.4413309512636,54.13624954223633,1548.6058673169114,49.65837478637695,1155.5825261391938,49.63999938964844,2800.358877245212,43.106327056884766,1566.0294520548007,52.46354293823242,1543.7051907142068,47.62535858154297,2985.4732251988157,51.49636459350586,1039.4887519045078,52.81999969482422,30673.5703125,4.3985670854511065,0.0038356018069247264
43,"POLYGON ((2.2808819 48.8395357, 2.2803833 48.8391569, 2.2804031 48.8391415, 2.2804256 48.839124, 2.2809197 48.8387395, 2.2805823 48.8385454, 2.2807892 48.8383895, 2.2808873 48.8383065, 2.2821563 48.8390472, 2.2820956 48.8390811, 2.2820586 48.8391066, 2.2819859 48.8391567, 2.2819607 48.8391741, 2.2816223 48.8394076, 2.2813685 48.8395827, 2.2811866 48.8397083, 2.2811772 48.8397026, 2.2810673 48.8396434, 2.2808819 48.8395357))",,,,Résidence Paris XV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,4,,,"[4109599114, 286915846, 9417372127, 9418002561, 286915847, 286915848, 286915866, 4109599115, 676605800, 676610136, 676609672, 9449602261, 676605373, 9417372126, 9449602245, 5237833465, 1316140839, 1316140833, 4109599114]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avenue Félix Faure,,75015,,,,,,,,,,,,,,,,Paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2.2812020884877398 48.839041122103254),53.735,611.0,2.0,2.0,0.0,21.0,463.0,0.0,2301.0094008338788,53.849998474121094,1056.3852608245193,63.970001220703125,2215.55199262656,50.926666259765625,,,2532.7503738304813,38.58142852783203,1993.5326112902012,50.68507385253906,1500.6967883296,56.659996032714844,3748.2221387523473,45.98928451538086,,,30626.92578125,3.5788540433852756,0.003986639047305542
44,"POLYGON ((2.4155495 48.8891127, 2.4155491 48.8889869, 2.4155651 48.8889785, 2.4156219 48.8889781, 2.4156224 48.8889288, 2.4162607 48.8889313, 2.4163897 48.88887, 2.4165103 48.8885255, 2.416785 48.8885665, 2.4165858 48.8891195, 2.4155495 48.8891127))",,,,Résidence Méhul-Auray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,19,,,"[4326002731, 4326002732, 4326002733, 867473081, 867507667, 4326002734, 4326002735, 4326002736, 4326002737, 4326002742, 4326002731]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2.4162707901805502 48.88892015760466),34.32,783.0,15.0,5.0,8.0,7.0,595.0,2.0,1925.830214573612,43.901329040527344,1464.4911516925001,40.86899948120117,1912.5487496961393,44.81434631347656,634.466475770249,33.66999816894531,2133.968536456009,43.07500076293945,1559.658023213121,39.36901092529297,1939.8045845987363,42.24105453491211,2986.758874537195,47.27107620239258,1658.9836262135693,47.42499923706055,31583.6484375,4.629692051872833,0.002810663342121644
