,ID,name,name:en,landuse,addr:province,addr:city,addr:district,description,type,total,brownfield,commercial,construction,farmland,forest,grass,industrial,residential,retail,NTL,Over illumination,Tresspass,Clutter,geometry,brownfield_mean_distance,brownfield_mean_NTL,commercial_mean_distance,commercial_mean_NTL,construction_mean_distance,construction_mean_NTL,farmland_mean_distance,farmland_mean_NTL,forest_mean_distance,forest_mean_NTL,grass_mean_distance,grass_mean_NTL,industrial_mean_distance,industrial_mean_NTL,residential_mean_distance,residential_mean_NTL,retail_mean_distance,retail_mean_NTL,Over_illumination,centroid
2490,2490,康裕西园,,residential,,,,,,119.0,0.0,6.0,4.0,2.0,2.0,0.0,3.0,89.0,11.0,38.415000915527344,4508.1494140625,0.6313787484925579,0.0032918736999037,"POLYGON ((113.3468702 22.9473236, 113.3462599 22.9462547, 113.3474926 22.946171, 113.3478035 22.9461504, 113.3485733 22.9461089, 113.3486082 22.9470425, 113.3484524 22.9472445, 113.3468702 22.9473236))",,,1710.0481427563566,40.19333316666666,1855.0876656978799,36.6475,2591.7836190040744,29.5225,1828.2856311914195,27.05,,,2697.6859181158416,26.651667333333332,1821.4998042128468,37.398314561797754,1989.955603837995,45.729090909090914,4508.149997,POINT (113.34756887354561 22.946699419403664)
2491,2491,金融街融穗澜湾,,residential,,,,,,178.0,0.0,6.0,10.0,11.0,0.0,10.0,6.0,119.0,12.0,49.80500030517578,7380.8095703125,1.1366735933877918,0.0044534883305317,"POLYGON ((113.3760404 22.9300025, 113.3760367 22.9287709, 113.3761036 22.9286789, 113.3762093 22.9285985, 113.3777836 22.9285948, 113.3777877 22.9299981, 113.3760404 22.9300025))",,,2506.429895429578,45.183333833333336,1135.574407313042,48.84449980000001,2304.9495175201423,27.705454636363637,,,1275.1706091928047,46.8274999,2074.7631143501153,34.9675,1765.7627881687515,41.59873934453781,2139.4161282209257,43.89333316666666,7380.809983,POINT (113.3769162229549 22.929301941162525)
2492,2492,东方花园三区,Dongfang Garden 3rd,residential,,,,,,197.0,1.0,7.0,13.0,5.0,1.0,10.0,6.0,134.0,16.0,44.86000061035156,8391.244140625,1.2723742208448554,0.0040930298173611,"POLYGON ((113.372784 22.9337184, 113.3735444 22.933706, 113.3737978 22.9334837, 113.3737716 22.9322468, 113.3737539 22.9322216, 113.3730657 22.9322479, 113.372966 22.9323419, 113.3727055 22.9336474, 113.372784 22.9337184))",2923.9725081417246,40.739998,2034.728200233062,43.25428614285714,1354.9242520597052,47.93923084615384,2247.902878477874,34.4370006,3650.1264785059143,38.18,1356.596226481529,46.8274999,2301.6716143372423,34.9675,1672.1532118559014,41.92873119402986,1964.1372399232932,45.573749875000004,8391.244984,POINT (113.37330329985826 22.933003363641426)
2493,2493,沙墟一盛泰花园,,residential,广东省,广州市,番禺区,,,182.0,1.0,6.0,13.0,4.0,0.0,10.0,5.0,123.0,15.0,44.86000061035156,7923.9150390625,1.289863001790556,0.004047595144451,"POLYGON ((113.3761357 22.9371737, 113.3761407 22.9355797, 113.3762695 22.9352191, 113.3777836 22.9351992, 113.3777867 22.9356761, 113.3771053 22.9356951, 113.3771262 22.9363187, 113.3771471 22.9371019, 113.3761357 22.9371737))",2491.2604471691443,40.739998,1849.4341092922166,45.183333833333336,1303.1443363560816,47.93923084615384,2109.611009482084,34.925000749999995,,,1711.2123313706386,46.8274999,2267.156258280329,38.245000000000005,1553.747154470841,42.93597544715447,1851.9269885200338,45.95599986666666,7923.914984000001,POINT (113.37675431536677 22.936083591827522)
2494,2494,兴业花园,Xingye Garden,residential,,,,,,193.0,0.0,6.0,11.0,10.0,0.0,10.0,6.0,131.0,14.0,49.80500030517578,8047.8955078125,1.2163731013614991,0.0043615303564183,"POLYGON ((113.3741381 22.9314658, 113.3755815 22.9314742, 113.3755909 22.9320683, 113.374138 22.9321071, 113.3741381 22.9314658))",,,2157.7371530912683,45.183333833333336,1118.9173207997521,48.358181909090916,2546.1326427293384,28.6180001,,,1295.8746476558194,46.8274999,2213.1933527235046,34.9675,1721.2618529351982,41.42499986259542,2007.6494132879275,45.33714271428572,8047.894986,POINT (113.37485292644823 22.931779296860125)
2495,2495,东明园,Dongming Garden,residential,,,,,,192.0,1.0,6.0,13.0,4.0,0.0,10.0,5.0,132.0,16.0,44.86000061035156,8276.419921875,1.2713646403739682,0.0041508591399327,"POLYGON ((113.3748581 22.9350477, 113.3756427 22.9350489, 113.3756074 22.933914, 113.3748306 22.933929, 113.3748581 22.9350477))",2706.3187554388774,40.739998,1904.1198891308995,45.183333833333336,1310.4213998891485,47.93923084615384,2085.3934251898318,34.925000749999995,,,1523.4433196858456,46.8274999,2178.507894354288,38.245000000000005,1647.7286679848903,42.37719678787879,1941.7305783882675,45.573749875000004,8276.419980000002,POINT (113.37523566371651 22.934485775343095)
2496,2496,德兴园,Dexing Garden,residential,广东省,广州市,番禺区,,,197.0,1.0,7.0,13.0,4.0,1.0,10.0,4.0,137.0,16.0,44.86000061035156,8472.3251953125,1.3288729592091273,0.0037490002816101,"POLYGON ((113.3721362 22.9369, 113.37337 22.9368111, 113.3733531 22.9360579, 113.3733378 22.9353734, 113.3733407 22.9352869, 113.3727478 22.9352759, 113.3725606 22.9353519, 113.3723577 22.9354491, 113.3721362 22.9369))",2545.2254167888245,40.739998,1747.295969487643,43.25428614285714,1294.2658540494374,47.93923084615384,2306.213497219385,34.925000749999995,3331.7631586927673,38.18,1651.5697793927388,46.8274999,1959.4128230754459,39.611250000000005,1616.0580520963786,42.214415883211686,1769.4381105555753,45.573749875000004,8472.324980000001,POINT (113.37280462778033 22.93611442383154)
2497,2497,东兴苑一期,Dongxingyuan 1st,residential,,,,,,200.0,0.0,7.0,13.0,9.0,0.0,10.0,6.0,136.0,15.0,49.80500030517578,8393.0,1.2336772575720305,0.0042104716261607,"POLYGON ((113.372965 22.9321714, 113.3731045 22.9315866, 113.373407 22.9313476, 113.3741394 22.9313713, 113.3741381 22.9314658, 113.374138 22.9321071, 113.372965 22.9321714))",,,2161.2075292999166,43.25428614285714,1412.3309522413708,47.93923084615384,2516.2784471754658,28.708333444444445,,,1257.4714930097593,46.8274999,2216.8027747227006,34.9675,1740.2051691387169,41.62393365441176,2006.802482061527,45.4173332,8392.999981,POINT (113.37360273882986 22.9317713549082)
2498,2498,东方花园二区,Dongfang Garden 2nd,residential,,,,,,193.0,1.0,6.0,13.0,5.0,0.0,10.0,6.0,131.0,16.0,44.86000061035156,8263.4140625,1.2800395875905932,0.0040816996247414,"POLYGON ((113.3738931 22.9340322, 113.3740485 22.9339033, 113.3741217 22.9337907, 113.3747034 22.9337656, 113.3747335 22.9338214, 113.3747643 22.9350547, 113.3738808 22.9350662, 113.3738931 22.9340322))",2724.0161196468107,40.739998,1866.2620429154802,45.183333833333336,1309.7974158399472,47.93923084615384,2300.42422614006,34.4370006,,,1501.3389317972901,46.8274999,2394.2277542842094,34.9675,1613.962053864908,42.211602916030536,1909.8267016596674,45.573749875000004,8263.414986,POINT (113.3743291260083 22.934443207963277)
2499,2499,东方花园又一居,Dongfang Garden Youyiju,residential,,,,,,198.0,1.0,7.0,13.0,5.0,1.0,10.0,6.0,135.0,16.0,44.86000061035156,8448.990234375,1.2966991472580696,0.0039946285861326,"POLYGON ((113.3727176 22.9338311, 113.3735467 22.933792, 113.3737785 22.933998, 113.3737807 22.9350682, 113.3727098 22.9350628, 113.3726558 22.9350166, 113.3724964 22.9349099, 113.3727176 22.9338311))",2743.076963656741,40.739998,1901.405225397963,43.25428614285714,1312.0495489225332,47.93923084615384,2352.1130527674127,34.4370006,3508.791436025477,38.18,1490.1176810789457,46.8274999,2404.5165899833596,34.9675,1641.8346302004372,42.04588874074074,1871.0492662090617,45.573749875000004,8448.989984000003,POINT (113.37318746439777 22.934461488076142)
2500,2500,东兴苑二期,Dongxingyuan 2nd,residential,,,,,,187.0,0.0,6.0,11.0,10.0,0.0,10.0,6.0,126.0,13.0,49.80500030517578,7783.73486328125,1.185725886928001,0.0043422936251899,"POLYGON ((113.3739346 22.9305651, 113.3754883 22.9305596, 113.3754923 22.9310981, 113.3739279 22.9310902, 113.3739346 22.9305651))",,,2252.999991745086,45.183333833333336,1167.9162822421267,48.358181909090916,2468.1351266152565,28.6180001,,,1236.3269052327369,46.8274999,2152.8192188918256,34.9675,1707.5740341502167,41.5132935079365,1995.1868732489834,43.58153830769231,7783.7349859999995,POINT (113.37471404587976 22.930828557636627)
2501,2501,德丰园,Defeng Garden,residential,,,,,,204.0,0.0,7.0,12.0,10.0,0.0,10.0,5.0,141.0,15.0,39.10499954223633,8511.5693359375,1.247141240790189,0.0040653999056524,"POLYGON ((113.3714643 22.9319424, 113.3714281 22.9316978, 113.3716105 22.9316187, 113.3722328 22.9315298, 113.3721249 22.930846, 113.3727209 22.9307566, 113.3727612 22.9314705, 113.3726594 22.9320163, 113.3725434 22.932138, 113.3716588 22.9321449, 113.3714643 22.9319424))",,,2123.8173225308738,43.25428614285714,1319.4374684494937,47.94083341666666,2661.9217428188604,28.6180001,,,1233.9415890356627,46.8274999,1971.9526051802427,35.405,1773.9552044648779,41.3639714893617,1978.6060460721317,45.4173332,8511.569984000002,POINT (113.37224322217735 22.93158205974497)
2502,2502,东方花园又一邨,Dongfang Garden Youyicun,residential,,,,,,196.0,0.0,6.0,13.0,9.0,0.0,10.0,6.0,132.0,15.0,49.80500030517578,8225.3798828125,1.2541474281977203,0.0042398246292767,"POLYGON ((113.3738514 22.9322215, 113.3746025 22.9321777, 113.3746461 22.9322076, 113.3747138 22.9336067, 113.374103 22.9336122, 113.3738743 22.9334825, 113.3738514 22.9322215))",,,2018.7246124555388,45.183333833333336,1358.26486752963,47.93923084615384,2584.614028750558,28.708333444444445,,,1364.0466238276915,46.8274999,2288.495257954503,34.9675,1674.729948955118,41.62238622727273,1959.1367020955088,45.4173332,8225.379986,POINT (113.37427775713358 22.932902301082326)
2503,2503,东晖花园,,residential,,,,,,184.0,5.0,15.0,11.0,2.0,4.0,17.0,2.0,111.0,1.0,25.0049991607666,5967.28515625,0.918111225544906,0.0023822962981599,"POLYGON ((113.3569889 23.1331001, 113.3571039 23.1315544, 113.3553222 23.1315658, 113.3553122 23.1331, 113.3569889 23.1331001))",2254.039889026976,33.960000599999994,2232.132615010175,36.71966673333334,1550.8912340297886,31.354091090909094,3069.1729157942236,20.5650005,3221.4749860294437,23.0712505,1525.4354628471026,32.872942058823526,2268.781192282045,35.1075005,1538.9981700251226,32.53427935135135,1574.977013175035,29.235,5967.285035999999,POINT (113.35618315903643 23.1323223128295)
2504,2504,利雅湾,,residential,,,,,,247.0,0.0,29.0,27.0,0.0,2.0,60.0,0.0,106.0,4.0,44.91999816894531,10688.46484375,1.448450993203476,0.0034168243129254,"POLYGON ((113.3228694 23.1196114, 113.3228583 23.1193664, 113.3228038 23.1181686, 113.3233295 23.1181378, 113.3233781 23.1186008, 113.3244573 23.1185457, 113.3245592 23.1189769, 113.3245566 23.1194704, 113.3228694 23.1196114))",,,1597.5347101131724,46.23827586206896,2076.437367065468,46.87037025925925,,,3347.207156025423,62.5,1776.530417119196,40.42950091666666,,,1940.8271632380613,43.23136798113208,1262.9472133990134,43.17125,10688.465054,POINT (113.32360284348488 23.118975189209603)
2505,2505,三围小区,Sanwei Residential Area,residential,,广州,,,,70.0,0.0,3.0,8.0,0.0,0.0,37.0,4.0,11.0,0.0,33.529998779296875,1837.570068359375,0.1994870953486055,0.0016626928119307,"POLYGON ((113.3488529 23.0500023, 113.3493825 23.0499946, 113.3493728 23.0494289, 113.3488432 23.0494366, 113.3488529 23.0500023))",,,2680.3083388917094,30.781666,2110.7439616907022,23.8825,,,,,2079.8391331209427,26.912432324324325,1741.7345630313803,27.668750000000003,2125.9859693249423,23.65045436363636,,,1837.5699920000004,POINT (113.34911285000001 23.049715600000006)
2506,2506,加富花园,,residential,,,,,,47.0,0.0,2.0,3.0,25.0,1.0,0.0,0.0,7.0,1.0,19.69499969482422,971.5650634765624,0.1190752609228335,0.0019131205506644,"POLYGON ((113.4380897 22.9601168, 113.435951 22.9603455, 113.4355101 22.9588615, 113.4356145 22.9586908, 113.4375603 22.9581584, 113.4380897 22.9601168))",,,1674.7717170923272,20.0025,2328.5575289169224,29.200000666666664,2226.3866992831236,19.517999828,1731.6197041999712,44.050003,,,,,1065.8729419493188,25.13785642857143,2481.90524826593,28.445,971.5649977,POINT (113.43680334355155 22.95932973382437)
2507,2507,大学时光,,residential,,,,,,77.0,0.0,2.0,23.0,4.0,0.0,17.0,4.0,25.0,0.0,28.950000762939453,1854.6751708984373,0.2930380572212391,0.0025412429449876,"POLYGON ((113.3995138 23.0433703, 113.4008603 23.0420769, 113.4008173 23.041993, 113.4008442 23.0419338, 113.4006081 23.0415438, 113.3997391 23.0413216, 113.398575 23.0425212, 113.3995138 23.0433703))",,,1521.631381218178,16.652499499999998,1758.682579860015,23.756739130434777,2294.6102902137827,26.56375025,,,1239.0141018361164,26.50500023529412,1984.0061471695185,13.336249500000001,1702.1336427598262,25.086799840000005,,,1854.675,POINT (113.39974921062957 23.04226730762378)
2508,2508,广州雅居乐花园,,residential,,,,,,69.0,0.0,2.0,6.0,1.0,1.0,9.0,7.0,36.0,1.0,15.425000190734863,1689.7200927734375,0.3101897262370363,0.0023397998051913,"POLYGON ((113.3672337 23.0068276, 113.3685084 23.0060794, 113.3735201 23.0060723, 113.373024 23.0076471, 113.3723405 23.0075233, 113.3711304 23.0069251, 113.3701107 23.0067188, 113.3695201 23.0071909, 113.3685068 23.008928, 113.3686336 23.0104614, 113.36969 23.0119321, 113.3707718 23.0113703, 113.3714105 23.0121851, 113.3704925 23.0125535, 113.3696959 23.012997, 113.3688667 23.0137163, 113.3687936 23.0137454, 113.3687258 23.0137427, 113.3686476 23.0137294, 113.3684833 23.0136843, 113.3676912 23.0134445, 113.3673472 23.013319, 113.3670528 23.0131142, 113.3668588 23.0129063, 113.366746 23.0127003, 113.3666542 23.0124113, 113.3666306 23.0120985, 113.3666918 23.0110557, 113.3663143 23.0107475, 113.3654614 23.0114215, 113.3653706 23.0124764, 113.3648132 23.0129997, 113.3637631 23.0138413, 113.3628767 23.01371, 113.3626375 23.0130816, 113.3618546 23.0137052, 113.3608117 23.0148862, 113.3605454 23.015133, 113.3605026 23.0156912, 113.3606122 23.016917, 113.3580344 23.0168559, 113.3578524 23.0168516, 113.357591 23.0158453, 113.3568861 23.0167288, 113.3564412 23.0169275, 113.3562675 23.016814, 113.3562527 23.0167402, 113.3562286 23.0165391, 113.3557297 23.0165923, 113.3546801 23.0165951, 113.3542182 23.0171184, 113.3538947 23.0174193, 113.353388 23.0172467, 113.3530599 23.0170713, 113.3515949 23.0161534, 113.3519204 23.015551, 113.3520865 23.0151285, 113.3527462 23.0134509, 113.3532476 23.0127217, 113.3537567 23.0122418, 113.3534653 23.0119994, 113.3533349 23.0118909, 113.3538387 23.0102038, 113.3560522 23.0098167, 113.3571404 23.0096071, 113.3579661 23.0094481, 113.3581562 23.0093629, 113.3594563 23.0087804, 113.3599687 23.0085508, 113.3611751 23.0071632, 113.3641752 23.0068571, 113.3672337 23.0068276))",,,2233.330253106249,41.4825,2305.8984412721884,26.916666666666668,2494.533692033613,20.505001,1700.1704744301567,17.365002,2729.7106550453077,20.308888888888887,2655.2695310375043,23.420000285714284,1693.1868046052666,24.04222225,2741.2770564952066,42.55,1689.720004,POINT (113.3612668074389 23.011558397132713)
2509,2509,上善若水,,residential,,,,,,74.0,0.0,6.0,8.0,3.0,1.0,5.0,1.0,40.0,6.0,23.145000457763672,2039.77001953125,0.271360456779098,0.0019044415541255,"POLYGON ((113.3580344 23.0168559, 113.357885 23.0158735, 113.3581386 23.0149692, 113.3586377 23.0144587, 113.3594459 23.014765, 113.3599847 23.0148525, 113.3605234 23.015013, 113.3605454 23.015133, 113.3605026 23.0156912, 113.3606122 23.016917, 113.3580344 23.0168559))",,,2133.3926404286117,47.25749999999999,1907.6779800181193,35.513750375,2529.470915442614,18.271666666666665,1212.2759968510784,17.365002,1580.4685153444266,17.184,2533.628892581268,18.345001,1777.214421810113,23.5163748,2274.4703469784467,46.57666716666666,2039.7699990000003,POINT (113.35924674076772 23.0158295684667)
2510,2510,十年小雅,,residential,,,,,,78.0,0.0,7.0,7.0,3.0,1.0,5.0,3.0,40.0,7.0,25.13500022888184,2170.35498046875,0.2676651202467109,0.001855715023412,"POLYGON ((113.358913 23.0142545, 113.3593108 23.0145329, 113.3603024 23.0147495, 113.3608117 23.0148862, 113.3618546 23.0137052, 113.3613053 23.0130736, 113.3609971 23.0125682, 113.360392 23.012429, 113.3600447 23.0131973, 113.3595124 23.0138625, 113.358913 23.0142545))",,,2287.727280742865,46.585,1904.8845720644374,33.99000042857143,2782.175295067991,18.271666666666665,1466.9659363698222,17.365002,1549.9656873647475,17.184,2533.698496918378,18.14833366666667,1794.57667797787,23.881749825,2417.9753610290527,46.001428999999995,2170.355,POINT (113.36051996775441 23.013780552940705)
2511,2511,御景峰,,residential,,,,,,76.0,0.0,6.0,10.0,3.0,1.0,5.0,1.0,40.0,6.0,23.145000457763672,2155.945068359375,0.3289747655611219,0.0022639632559398,"POLYGON ((113.3568861 23.0167288, 113.357591 23.0158453, 113.3578362 23.0149113, 113.358671 23.0141274, 113.3585029 23.0134261, 113.3578474 23.0131116, 113.3575225 23.0131116, 113.356923 23.0144111, 113.3561667 23.0153238, 113.3555448 23.0158549, 113.3549394 23.0157958, 113.3540321 23.0160251, 113.3535727 23.0163731, 113.3535109 23.0166923, 113.3536429 23.0169322, 113.3539591 23.0171306, 113.3542182 23.0171184, 113.3546801 23.0165951, 113.3557297 23.0165923, 113.3562286 23.0165391, 113.3562527 23.0167402, 113.3562675 23.016814, 113.3564412 23.0169275, 113.3568861 23.0167288))",,,1825.5084747028525,47.25749999999999,1816.131974223205,38.41950049999999,2267.9359799897306,18.271666666666665,956.1395946279995,17.365002,1906.8665310152512,17.184,2629.9963452375023,18.345001,1682.4695344327672,23.9186248,1966.0966599361766,46.57666716666666,2155.945001,POINT (113.35649388134871 23.015388602393397)
2512,2512,新地,,residential,,,,,,73.0,0.0,4.0,7.0,1.0,1.0,5.0,4.0,41.0,5.0,24.060001373291016,1960.06494140625,0.2293267915332174,0.0014976463746462,"POLYGON ((113.3628602 23.01345, 113.3628563 23.0130598, 113.3641161 23.0116013, 113.3651184 23.010285, 113.3654749 23.0102667, 113.3661127 23.0104746, 113.3662672 23.0106533, 113.3658988 23.0108939, 113.3651936 23.0110616, 113.3652015 23.0121154, 113.3651382 23.012553, 113.364227 23.0133005, 113.3636248 23.0137016, 113.363197 23.0136943, 113.3628602 23.01345))",,,2451.142599187392,44.605,2305.581243417367,33.99000042857143,2119.47052959231,20.505001,1971.585392699053,17.365002,1323.6066503090576,17.184,2244.0620457808104,23.311250249999997,1885.8316292257798,24.015487731707317,2689.0624463085464,45.108000600000004,1960.065005,POINT (113.36440505428082 23.012098709257824)
2513,2513,海印星玥,,residential,,,,,,91.0,0.0,14.0,16.0,2.0,1.0,1.0,3.0,42.0,7.0,49.30000305175781,3045.97509765625,0.4465074418392658,0.0035550253906227,"POLYGON ((113.3436213 23.0030699, 113.3438347 23.0027843, 113.3443132 23.0019523, 113.344766 23.001259, 113.3451097 23.0013133, 113.3453497 23.0011124, 113.345636 23.0013347, 113.3457382 23.0015712, 113.3458016 23.0018395, 113.3457375 23.0022191, 113.346232 23.00267, 113.3447453 23.0038107, 113.3436213 23.0030699))",,,1784.4743300055532,39.78571428571429,1657.4707685264968,38.7381253125,2750.774404885108,17.8625,2270.2406860293013,17.365002,1533.618403709836,26.95,2575.278852362909,34.461667,1969.3302517772304,29.21749992857143,993.6618748161073,46.001428999999995,3045.9750059999997,POINT (113.34493996619271 23.002505852956972)
2514,2514,华南碧桂园,,residential,,,,,,87.0,0.0,9.0,12.0,1.0,1.0,6.0,8.0,38.0,7.0,13.440000534057615,2735.4248046875,0.5361289170617404,0.0035005006598979,"POLYGON ((113.3551612 23.0015192, 113.3547485 23.0014119, 113.3543963 23.0016355, 113.3540307 23.0020654, 113.3538356 23.0024673, 113.3537218 23.0027005, 113.3535411 23.0028146, 113.353264 23.0028135, 113.353047 23.0027287, 113.3529534 23.0024929, 113.3530771 23.0020755, 113.3530681 23.0017182, 113.3524509 23.0015469, 113.352084 23.0016186, 113.3516754 23.0017946, 113.351405 23.001756, 113.3512565 23.0015753, 113.3511788 23.0014507, 113.351001 23.0014078, 113.3507439 23.0013638, 113.3506573 23.0012444, 113.3506304 23.0010937, 113.3482952 23.0011667, 113.3477951 23.0017179, 113.3483886 23.0027786, 113.3487457 23.0028529, 113.3490354 23.0030159, 113.3495588 23.0035575, 113.3494358 23.0041784, 113.3512199 23.0045985, 113.3519968 23.0048235, 113.3523022 23.0055914, 113.3528648 23.0056181, 113.3527007 23.0066075, 113.352852 23.006835, 113.3533079 23.0066781, 113.354183 23.0073039, 113.3537967 23.0078964, 113.3523398 23.0077404, 113.3519634 23.0076438, 113.3508884 23.0073681, 113.3505188 23.007372, 113.3502241 23.0075341, 113.349843 23.0074281, 113.3496865 23.0072129, 113.3491564 23.0069515, 113.3483868 23.0069149, 113.3476381 23.0068493, 113.3471997 23.0067647, 113.3466149 23.00649, 113.3462667 23.0064306, 113.3452045 23.0063294, 113.3446535 23.0057335, 113.3458317 23.0047513, 113.3459883 23.0046197, 113.3471948 23.00372, 113.3474564 23.0035007, 113.3469283 23.0026818, 113.3467154 23.0023768, 113.346232 23.00267, 113.3457375 23.0022191, 113.3458016 23.0018395, 113.3457382 23.0015712, 113.345636 23.0013347, 113.3453497 23.0011124, 113.345581 23.000509, 113.3441296 22.9999194, 113.3459081 22.995577, 113.3466759 22.9957092, 113.3468582 22.9957477, 113.3483673 22.996066, 113.3491873 22.9962146, 113.3495716 22.9970872, 113.3494853 22.9972942, 113.3501041 22.9978401, 113.3512123 22.9969797, 113.3519341 22.9964079, 113.3521202 22.996324, 113.3524934 22.9963176, 113.3538198 22.9963285, 113.3542208 22.9963299, 113.3546192 22.9956476, 113.3556188 22.9960061, 113.3555061 22.9962886, 113.3553171 22.996762, 113.3552083 22.9971852, 113.3552088 22.997508, 113.3553197 22.9980099, 113.3567486 22.9980395, 113.3565891 22.9995467, 113.3579593 23.0000147, 113.3571384 23.002059, 113.3568953 23.002047, 113.3563947 23.0019242, 113.3557899 23.0017392, 113.3551612 23.0015192))",,,1656.2018596817572,43.87555555555556,2001.3419121036786,38.37416708333333,3097.6514677042114,19.09,2394.77301512123,17.365002,3204.105558988577,18.811666666666667,2485.7011077857096,25.53375025,1845.3749967427127,28.10144715789474,1415.1548593011,46.001428999999995,2735.4250019999995,POINT (113.35035058060028 23.000939219643193)
2515,2515,南亭村,,residential,,,,,,97.0,0.0,1.0,13.0,0.0,0.0,51.0,3.0,19.0,0.0,22.239999771118164,2457.2900390625,0.2966953122260791,0.001800510138345,"POLYGON ((113.3799225 23.0401596, 113.379841 23.040017, 113.3797431 23.0380021, 113.3799225 23.0377507, 113.3808766 23.0375555, 113.3820061 23.037109, 113.3836941 23.0364374, 113.3849704 23.0359196, 113.3858307 23.035837, 113.3861569 23.0368051, 113.3864423 23.0377882, 113.3865565 23.0390564, 113.386267 23.0395555, 113.3855086 23.0398181, 113.3833761 23.0402459, 113.3815902 23.0406061, 113.3813007 23.0405911, 113.3807992 23.0404672, 113.3799225 23.0401596))",,,2759.339484535983,17.35,2240.2428917057728,27.22384615384615,,,,,2402.6937904331776,26.20568627450981,2709.0826595927647,17.049999666666665,2203.7155875163494,22.479210631578944,,,2457.2900029999996,POINT (113.38328135608343 23.038437847018912)
2516,2516,北亭村,,residential,,,,,,100.0,0.0,11.0,14.0,0.0,0.0,48.0,3.0,10.0,0.0,26.779998779296875,2794.254638671875,0.5063545960620669,0.0021957994742225,"POLYGON ((113.3689087 23.055959, 113.3705897 23.0553439, 113.3710001 23.0549846, 113.3713376 23.054467, 113.3713906 23.0537667, 113.3711655 23.0524201, 113.3710717 23.0517326, 113.3709651 23.051063, 113.3709327 23.0503454, 113.3709916 23.0500489, 113.3712334 23.0494498, 113.3711755 23.0492686, 113.3700437 23.0488545, 113.369319 23.0484252, 113.3669642 23.0496798, 113.3669309 23.0508943, 113.3667598 23.0511406, 113.3654788 23.0511896, 113.3653746 23.0515127, 113.3656823 23.0525358, 113.3658935 23.0533828, 113.3669061 23.053328, 113.3675812 23.0534803, 113.3681328 23.0537333, 113.3686125 23.0541079, 113.3689541 23.0545838, 113.3691203 23.0549971, 113.3690711 23.0554105, 113.368802 23.055783, 113.3689087 23.055959))",,,2178.052717839953,33.219545454545454,1762.2803681048124,29.89535728571428,,,,,1266.7608009186342,26.46427083333333,2098.2850846302676,21.918332666666668,2268.718789263768,28.2614994,,,2794.2549979999994,POINT (113.36891707894873 23.051951726697837)
2517,2517,慎思园,,residential,,,,,,106.0,0.0,11.0,22.0,3.0,2.0,40.0,2.0,21.0,0.0,31.884998321533203,2937.905029296875,0.3152619620261371,0.0020038711634353,"POLYGON ((113.3853753 23.0616391, 113.3843288 23.0609349, 113.3841757 23.0608172, 113.3846655 23.0603378, 113.3850671 23.0599453, 113.3851657 23.0598725, 113.3852778 23.0598409, 113.3861845 23.0602602, 113.3861788 23.0604221, 113.3857081 23.0611635, 113.3855774 23.0613894, 113.3853753 23.0616391))",,,2026.7892352678327,33.219545454545454,2180.4342305810965,29.630454727272728,2532.81837222046,22.050000666666666,3191.126966085934,12.885,2246.209089184916,26.855125075,2383.935320463661,20.4549995,2021.6176739870273,28.03214266666667,,,2937.9050049999996,POINT (113.38524702985657 23.060682173949655)
2518,2518,明德园,,residential,,,,,,99.0,0.0,11.0,17.0,3.0,2.0,40.0,3.0,18.0,0.0,29.51499938964844,2710.804931640625,0.2979537006378092,0.0021936568235996,"POLYGON ((113.3845261 23.0654356, 113.385056 23.0655611, 113.385031 23.0658304, 113.3856034 23.0658799, 113.385826 23.06366, 113.3846833 23.0635461, 113.3845261 23.0654356))",,,1807.5639085706641,33.219545454545454,2039.31873709265,29.276764941176474,2566.2771189015252,19.880000666666664,2833.311577214668,12.885,2428.675297653598,26.872250099999995,2721.1632455861713,18.954999666666666,1904.5241220843022,28.089444166666667,,,2710.8050049999993,POINT (113.38517965632272 23.064644949061115)
2519,2519,格致园,,residential,,,,,,106.0,0.0,11.0,17.0,3.0,2.0,44.0,3.0,19.0,0.0,29.51499938964844,2927.659912109375,0.3221965811674651,0.0022715426270258,"POLYGON ((113.3828703 23.0640124, 113.3818696 23.0631661, 113.382861 23.062183, 113.3838716 23.0630589, 113.3828703 23.0640124))",,,1651.688685335503,33.219545454545454,1934.0532810092961,29.45000017647059,2821.3844226960823,19.880000666666664,3167.7782291889284,12.885,2385.9917646517974,27.26943193181819,2596.797341056155,21.819999666666664,1985.7841691845813,28.300526052631582,,,2927.6600049999997,POINT (113.38286892447854 23.06310254634827)
2520,2520,至善园,,residential,,,,,,104.0,0.0,10.0,19.0,4.0,2.0,39.0,3.0,22.0,0.0,31.884998321533203,2841.01513671875,0.3072545422828275,0.0019957007467846,"POLYGON ((113.3858529 23.0628282, 113.3866898 23.0629304, 113.3870649 23.0629883, 113.387422 23.0630462, 113.3876705 23.0605338, 113.3863322 23.0604034, 113.3861306 23.0618748, 113.3859331 23.0618656, 113.3858529 23.0628282))",,,2064.7939180398057,33.871,2082.0879866717646,29.05657915789474,2641.044838649068,21.360000499999998,2967.6736880195026,12.885,2312.707679984625,26.72948723076923,2921.1790924758534,18.954999666666666,2051.9995058769086,27.945227045454548,,,2841.015003,POINT (113.38681676253665 23.061746255207133)
