,ID,name,name:en,landuse,addr:province,addr:city,addr:district,description,type,total,brownfield,commercial,construction,farmland,forest,grass,industrial,residential,retail,NTL,Over illumination,Tresspass,Clutter,geometry,brownfield_mean_distance,brownfield_mean_NTL,commercial_mean_distance,commercial_mean_NTL,construction_mean_distance,construction_mean_NTL,farmland_mean_distance,farmland_mean_NTL,forest_mean_distance,forest_mean_NTL,grass_mean_distance,grass_mean_NTL,industrial_mean_distance,industrial_mean_NTL,residential_mean_distance,residential_mean_NTL,retail_mean_distance,retail_mean_NTL,Over_illumination,centroid
1203,1203,翠逸庭苑,,residential,,,,,,179.0,0.0,37.0,3.0,0.0,0.0,2.0,5.0,116.0,13.0,20.104999542236328,4824.509765625,0.6163703461212218,0.0017481155828607,"POLYGON ((113.1221545 23.0505742, 113.1233763 23.0505482, 113.1240512 23.0505339, 113.1271162 23.0504687, 113.1288551 23.0504317, 113.1288174 23.0499443, 113.1229809 23.0501023, 113.1229809 23.0503293, 113.1221557 23.0503341, 113.1221545 23.0505742))",,,2123.9271813122823,28.222162108108108,2372.1569193702826,24.886666666666667,,,,,2045.9481539113308,27.942500000000003,1968.9237050213517,27.539999599999998,1918.2950159443135,26.3703876724138,2466.0026365536382,27.42192323076923,4824.509968,POINT (113.1257228878954 23.05027058419431)
1204,1204,文沙东,,residential,,,,,,167.0,0.0,33.0,3.0,0.0,0.0,1.0,6.0,104.0,16.0,20.104999542236328,4416.330078125,0.5310966734568031,0.0014952301668361,"POLYGON ((113.120785 23.052452, 113.1204223 23.0524164, 113.1192972 23.052096, 113.1192762 23.0507141, 113.1207176 23.050704, 113.120785 23.052452))",,,2115.055867163523,27.81409106060606,1916.35286937431,24.886666666666667,,,,,808.9840295754852,22.285,2005.62560952535,28.603333000000003,1897.0109729194726,25.855624836538464,2355.2856310523266,26.78968775,4416.32999,POINT (113.12004929131905 23.05151157872041)
1205,1205,碧桂园印象花城,,residential,,,,,,31.0,0.0,4.0,2.0,0.0,0.0,0.0,19.0,4.0,0.0,19.15999984741211,581.635009765625,0.0991403845534923,0.0015463634645954,"POLYGON ((113.2026624 23.0014118, 113.2026418 22.9995168, 113.2005288 22.9997095, 113.2007691 22.998685, 113.2009416 22.9985545, 113.2013422 22.9985091, 113.2037207 22.9984297, 113.2041767 22.9984808, 113.2044232 22.9985772, 113.2044725 22.9986623, 113.204072 23.001107, 113.2033941 23.0013055, 113.2026624 23.0014118))",,,1578.132758132741,21.5,2222.6812122345727,17.94,,,,,,,1561.0004196195644,18.183685,856.1219126534395,18.80875,,,581.635015,POINT (113.20287003852226 22.999572053601913)
1206,1206,藏珑华府,,residential,,,,,,31.0,0.0,6.0,2.0,0.0,0.0,0.0,18.0,4.0,0.0,19.15999984741211,590.054931640625,0.1021875757084035,0.0014708854942579,"POLYGON ((113.2041891 23.0026215, 113.2043246 23.0007497, 113.2046697 22.9986736, 113.2051996 22.9987814, 113.2067463 22.9992068, 113.2078572 22.9995591, 113.2082935 22.9998101, 113.2084784 22.9999748, 113.2085463 23.0000986, 113.2079675 23.0020727, 113.2074118 23.0020599, 113.2060993 23.0022074, 113.2046266 23.0028654, 113.2041891 23.0026215))",,,1854.2157550963984,21.89,1965.608419009447,17.94,,,,,,,1585.4927763565772,18.209445277777778,937.5407700199794,18.80875,,,590.055015,POINT (113.20612808457712 23.00074414891499)
1207,1207,万科金色领域,,residential,,,,,,185.0,0.0,71.0,0.0,2.0,0.0,0.0,8.0,97.0,4.0,33.70000076293945,5406.0498046875,0.7155005066764918,0.0023261281273983,"POLYGON ((113.1528961 23.0440197, 113.1540941 23.0440725, 113.1541163 23.0406984, 113.1539252 23.0406658, 113.1529131 23.0408918, 113.1528961 23.0440197))",,,2063.3922598271315,29.49845023943662,,,1417.4780335885002,28.1625005,,,,,2071.077693700263,27.052500000000002,1989.7303462302687,28.76824736082474,986.7881164517477,33.995000000000005,5406.049963,POINT (113.15351381964624 23.042403197973165)
1208,1208,中海万锦东苑,,residential,,,,,,180.0,0.0,70.0,0.0,3.0,0.0,0.0,14.0,86.0,4.0,33.70000076293945,5266.0498046875,0.696232876635012,0.0022618471490417,"POLYGON ((113.1549035 23.0440628, 113.1549657 23.0409524, 113.1549832 23.0408005, 113.1550984 23.0406264, 113.1557667 23.0405698, 113.1569187 23.0405002, 113.1569335 23.042874, 113.1561974 23.0428935, 113.1560123 23.0441335, 113.1549035 23.0440628))",,,2105.115615411395,29.545642385714284,,,1827.186367783893,29.064999999999998,,,,,2176.4644268274615,26.350357142857142,1942.282212057523,28.992558093023263,1017.2697660545936,33.995000000000005,5266.049964,POINT (113.15584594180874 23.042151937568534)
1209,1209,长信银湾,,residential,,,,,,31.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,15.0,1.0,16.994998931884766,666.8099365234375,0.0892390846511583,0.0018335538474078,"POLYGON ((113.0277342 23.0525276, 113.029705 23.0535589, 113.0309846 23.0542378, 113.0311153 23.0544871, 113.0308631 23.0547277, 113.0299945 23.0553551, 113.0295555 23.0557332, 113.0290885 23.056266, 113.0284721 23.0570309, 113.0263706 23.056034, 113.0258943 23.0553121, 113.0265387 23.0546332, 113.026959 23.0544183, 113.0272672 23.0541175, 113.0275474 23.0537652, 113.02737 23.0534214, 113.0275007 23.0525018, 113.0277342 23.0525276))",,,1851.8720905582293,27.043333666666665,,,,,,,,,2426.2858165094835,17.2509996,1692.6768285763246,23.008333466666667,1077.459923235176,20.75,666.8099999999998,POINT (113.02837946461779 23.054836336865222)
1210,1210,龙光君悦龙庭,,residential,,,,,,33.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,16.0,1.0,16.994998931884766,712.9500122070312,0.1001125593669673,0.0019261876131959,"POLYGON ((113.0289692 23.0529231, 113.0295728 23.0532249, 113.0317865 23.0543316, 113.0334679 23.0533664, 113.0331141 23.0529315, 113.0297517 23.0511697, 113.0288644 23.0526222, 113.0289692 23.0529231))",,,1714.6264388471257,27.043333666666665,,,,,,,,,2241.7733276760323,17.503636,1711.6634156347056,23.202187625,681.1824963504847,20.75,712.9499999999999,POINT (113.03100163915117 23.05284718618525)
1211,1211,万科城市之光,,residential,,,,,,26.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,15.0,1.0,13.68000030517578,548.1799926757812,0.0746662064795943,0.001663685441928,"POLYGON ((113.0253723 23.0576589, 113.0262597 23.0579368, 113.026081 23.0585434, 113.0260009 23.0591558, 113.0260625 23.0600572, 113.0256188 23.0600232, 113.0255695 23.0601026, 113.0256127 23.0612309, 113.0255634 23.0620416, 113.0256558 23.0627843, 113.0257606 23.0632322, 113.0258885 23.0636679, 113.0264007 23.0635284, 113.0267084 23.0634447, 113.0268951 23.0633659, 113.0268817 23.0626959, 113.0269539 23.0618551, 113.027019 23.0610204, 113.0271481 23.0603237, 113.0273644 23.0595406, 113.028074 23.057947, 113.0283378 23.0575269, 113.0264261 23.056576, 113.0263644 23.0566951, 113.026235 23.0567121, 113.0253723 23.0576589))",,,1455.238758389649,28.25,,,,,,,,,2513.3139230719485,16.081249625,1768.0025684535867,22.818666666666665,1656.9252157748315,20.75,548.179997,POINT (113.02659938970343 23.05982786268576)
1212,1212,翠湖绿洲,,residential,,,,,,32.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,20.0,1.0,25.11999893188477,733.469970703125,0.1107701002937801,0.0018811729478924,"POLYGON ((113.0282334 23.0664763, 113.0293653 23.0680211, 113.0324445 23.0659432, 113.0359743 23.0635544, 113.0351106 23.062434, 113.0348316 23.0625179, 113.0346546 23.0626413, 113.0345956 23.0628387, 113.0342523 23.0628239, 113.0339626 23.0628141, 113.0336997 23.0628585, 113.0335066 23.0629671, 113.033335 23.0631546, 113.0332223 23.0633471, 113.0331418 23.0636383, 113.0329702 23.0639888, 113.0328361 23.0641812, 113.0326751 23.0643392, 113.0323211 23.064581, 113.0320207 23.064813, 113.0319188 23.0650203, 113.0317686 23.0652572, 113.0316398 23.0654151, 113.0312858 23.0656224, 113.0310712 23.0657014, 113.0308244 23.0657508, 113.0304114 23.0656866, 113.0299446 23.0656274, 113.0294136 23.0655928, 113.0282334 23.0664763))",,,1495.8949002320508,27.043333666666665,,,,,,,,,2741.0283056157095,19.0899992,1755.9119702495514,23.169250100000003,1975.007128389805,20.75,733.47,POINT (113.03210928353795 23.065223444116608)
1213,1213,绿地丽雅香榭花城,,residential,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,16.975000381469727,79.7449951171875,0.0144990406876873,0.0010300670906409,"POLYGON ((112.9831671 23.0860231, 112.9844135 23.0870585, 112.9860278 23.0861164, 112.9877874 23.0852232, 112.9892884 23.084543, 112.9887575 23.0834873, 112.9886135 23.0834713, 112.9861512 23.0842559, 112.9847457 23.0848777, 112.9831418 23.0857907, 112.9831671 23.0860231))",,,,,,,,,,,,,1308.9784137966842,13.7425,442.4407716579395,17.419999999999998,,,79.745,POINT (112.98614934240103 23.085189681212526)
1214,1214,西堤国际花园,,residential,,,,,,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,13.354999542236328,88.92999267578125,0.0156336153013643,0.0016347459754696,"POLYGON ((112.9793115 23.0898805, 112.9800526 23.0890117, 112.9811638 23.0897275, 112.9818925 23.088937, 112.9827763 23.0881726, 112.9838699 23.0873866, 112.9839132 23.0868297, 112.982974 23.0861439, 112.9811491 23.087243, 112.9791717 23.0884364, 112.9781645 23.089074, 112.9793115 23.0898805))",,,,,,,,,3267.456451406822,9.184999,,,1475.8338368783159,13.7425,313.747602555233,17.419999999999998,,,88.92999900000001,POINT (112.98131954198374 23.088096501386467)
1215,1215,上林苑,,residential,,,,,,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,19.779998779296875,88.92999267578125,0.0135111105065936,0.0016498722764039,"POLYGON ((112.9804986 23.0907064, 112.9816977 23.0915261, 112.982014 23.0915033, 112.9832282 23.0907043, 112.9831721 23.0902231, 112.9831721 23.0899482, 112.9832655 23.0897677, 112.9835644 23.0895014, 112.9839473 23.0893639, 112.9843583 23.0892694, 112.9848907 23.0892436, 112.9856379 23.0882814, 112.984461 23.0872589, 112.9839473 23.0875768, 112.9830507 23.088204, 112.9822475 23.0888656, 112.9804986 23.0907064))",,,,,,,,,3160.0327996365418,9.184999,,,1666.8781341875674,13.7425,304.28316716593514,17.419999999999998,,,88.92999900000001,POINT (112.98304693039069 23.08941420102216)
1216,1216,美立方花园,,residential,,,,,,22.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,19.114999771118164,487.1349792480469,0.0672796073473104,0.0016071416886895,"POLYGON ((112.9893997 23.1161286, 112.9893643 23.1148331, 112.9894634 23.1147549, 112.9895271 23.1145531, 112.9895413 23.1143188, 112.9894846 23.1142211, 112.9896404 23.1139802, 112.9904544 23.1145336, 112.9910206 23.1149047, 112.9918134 23.1154841, 112.9916011 23.1156924, 112.9911622 23.1154841, 112.9909994 23.1156859, 112.9907587 23.1157835, 112.9906384 23.1159137, 112.9906596 23.1160374, 112.9907021 23.1163499, 112.9906596 23.116428, 112.9893926 23.1163304, 112.9893997 23.1161286))",,,1271.5447428069722,23.325000333333332,,,,,1821.8014725323756,9.184999,,,,,1748.0914760834232,22.885588294117643,,,487.13500099999993,POINT (112.9902258770465 23.115341841125154)
1217,1217,锦绣华庭,,residential,,,,,,22.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,22.005001068115234,487.1349792480469,0.0818561393128308,0.0016588728682455,"POLYGON ((112.9914524 23.1176975, 112.9914524 23.1179905, 112.9916223 23.1181402, 112.9917356 23.1182378, 112.991778 23.1185373, 112.9917851 23.1188042, 112.993491 23.1188823, 112.9936467 23.1180816, 112.9936396 23.1177691, 112.9936255 23.1175673, 112.9934556 23.1174631, 112.9917285 23.1171702, 112.9915728 23.1172093, 112.9914595 23.1173199, 112.9914524 23.1176975))",,,845.9667268366662,23.325000333333332,,,,,2167.03772280556,9.184999,,,,,1412.2367003640488,22.885588294117643,,,487.13500099999993,POINT (112.99256146299865 23.118040586058076)
1218,1218,锦绣北苑,,residential,,,,,,26.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,22.005001068115234,554.9200439453125,0.0891950038281795,0.0019166813995029,"POLYGON ((112.9914241 23.1205033, 112.9914312 23.119312, 112.9916011 23.1191362, 112.9917639 23.1190516, 112.9919125 23.118993, 112.9925496 23.1189474, 112.9933636 23.11898, 112.9931017 23.1205228, 112.9914241 23.1205033))",,,692.5874650363257,23.325000333333332,,,,,2216.687420120364,9.184999,,,,,1319.1102585480821,22.885588294117643,,,554.920001,POINT (112.99235517939405 23.119739075193255)
1219,1219,湖景湾,,residential,,,,,,25.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,23.915000915527344,543.89501953125,0.1087870221725561,0.0021091233790203,"POLYGON ((112.9950693 23.1191527, 112.9974483 23.1192454, 112.9977347 23.1193682, 112.9979029 23.1196259, 112.9982765 23.1198148, 112.9984446 23.1198148, 112.9987248 23.1197032, 112.9994523 23.1182352, 113.0006208 23.1186526, 113.0012141 23.1217841, 113.0014334 23.1226237, 112.9995934 23.1228384, 112.9993319 23.1226838, 112.9990797 23.1224863, 112.9989396 23.1222543, 112.9988462 23.1220052, 112.9986501 23.1218077, 112.9983045 23.1215156, 112.9980616 23.1213782, 112.9976413 23.1213095, 112.9965112 23.121215, 112.9961002 23.1211119, 112.995708 23.1209229, 112.9954184 23.1206309, 112.995269 23.120313, 112.9951382 23.1200124, 112.9950693 23.1191527))",,,580.6168356371082,23.325000333333332,,,,,2951.2365828028805,9.184999,,,,,1161.5417740379,22.885588294117643,,,543.895001,POINT (112.99869052913553 23.120554726129566)
1220,1220,穆天子山庄,,residential,,,,,,25.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,23.915000915527344,543.89501953125,0.0937685810356574,0.0020012311420076,"POLYGON ((112.9950693 23.1191527, 112.9951476 23.1189043, 112.9951662 23.1183889, 112.9948954 23.1177533, 112.9944751 23.1171004, 112.9944004 23.1167053, 112.9944284 23.1161383, 112.9950261 23.1147983, 112.9953717 23.1139478, 112.9956642 23.1133889, 112.9961002 23.1129256, 112.9969315 23.1118346, 112.9973331 23.1112333, 112.9980149 23.1115254, 112.9985006 23.1115425, 112.9994907 23.1122212, 112.9999122 23.1114265, 113.0020317 23.112781, 113.0018894 23.1129802, 113.0019377 23.1130974, 113.0021712 23.1131661, 113.0022273 23.1133465, 113.0022927 23.1136472, 113.0022927 23.1138791, 113.0021806 23.1140767, 113.0015828 23.1143773, 113.0011905 23.1144718, 113.0006208 23.1143344, 113.0001912 23.1143086, 112.9996868 23.1146265, 112.9991918 23.1151676, 112.9988555 23.1155971, 112.9986407 23.1159751, 112.9983885 23.1165249, 112.9981457 23.1172121, 112.998071 23.1179938, 112.9979589 23.1186724, 112.9979589 23.1192909, 112.9950693 23.1191527))",,,1131.500992259587,23.325000333333332,,,,,2688.8903117965137,9.184999,,,,,1603.7791835195671,22.885588294117643,,,543.895001,POINT (112.99769679592016 23.11498689725111)
1221,1221,凯旋名门,,residential,,,,,,28.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,17.0,0.0,19.51499938964844,576.5350341796875,0.1017635391546424,0.0019383738492685,"POLYGON ((112.9913244 23.1259318, 112.9913173 23.1245464, 112.9895447 23.1247931, 112.9894309 23.1240154, 112.9896992 23.1239855, 112.9903822 23.1239631, 112.9911221 23.1238883, 112.9930248 23.1236789, 112.9930717 23.1253718, 112.9930898 23.1260269, 112.9913244 23.1259318))",,,612.4593516562113,23.325000333333332,,,,,2468.84642011985,9.184999,,,3175.0521861177426,10.25,1222.4358747869446,22.885588294117643,,,576.535001,POINT (112.9917359488077 23.12473380037506)
1222,1222,碧翠湾花园,,residential,,,,,,99.0,1.0,12.0,24.0,0.0,0.0,2.0,7.0,48.0,3.0,-3.4028234663852886e+38,2135.43017578125,9.050201023221702e+34,0.0013287249900005,"POLYGON ((113.2226369 22.9473312, 113.2237398 22.9487905, 113.2236694 22.948884, 113.2234625 22.9491585, 113.2213236 22.9507239, 113.220483 22.9511453, 113.2197358 22.9515151, 113.2190166 22.952186, 113.2185123 22.9526418, 113.217625 22.9532438, 113.2168404 22.9538545, 113.2160092 22.9546027, 113.2145334 22.9560217, 113.2130764 22.957372, 113.2119836 22.957845, 113.210752 22.9583025, 113.2103754 22.9582758, 113.2102526 22.9578085, 113.2106081 22.9573709, 113.2112304 22.9569263, 113.2120458 22.9560471, 113.213226 22.9549999, 113.2138161 22.9543281, 113.2152108 22.9531821, 113.215672 22.9526914, 113.2160014 22.9525748, 113.2182975 22.9507669, 113.2203149 22.9492359, 113.2226369 22.9473312))",1054.1961000157526,21.525,2033.8934826452257,26.13208275,2319.5512523049233,17.685416625,,,,,2168.8005196057966,25.957500500000002,2551.6333837408333,19.51642857142857,2101.70889314874,21.693854333333334,2576.968834068757,31.846666999999997,2135.430005,POINT (113.21717613516074 22.952790272247462)
1223,1223,半岛碧桂园,,residential,,,,,,99.0,1.0,13.0,22.0,0.0,0.0,2.0,7.0,49.0,3.0,16.110000610351562,2142.170166015625,0.3538168711376472,0.0016367817061309,"POLYGON ((113.2237702 22.9487677, 113.2226369 22.9473312, 113.2245142 22.9459375, 113.2248924 22.9456568, 113.2257276 22.9451245, 113.2271556 22.9439308, 113.2276022 22.9434637, 113.2285661 22.9418781, 113.2292066 22.9411252, 113.2300378 22.941409, 113.2322608 22.9422003, 113.2318031 22.9435077, 113.2318124 22.9438776, 113.2338766 22.9441528, 113.2347358 22.9443506, 113.2346891 22.9448925, 113.2332601 22.9450387, 113.2315509 22.9454688, 113.2300005 22.94583, 113.2265634 22.9468965, 113.2250316 22.9479888, 113.2237702 22.9487677))",1050.6364419693002,21.525,1763.8208587661159,25.873461000000002,1603.1676080480893,18.174772727272725,,,,,1984.8688490690574,25.957500500000002,975.658818279757,19.51642857142857,1901.2506157692073,21.426122551020402,2456.3126809642104,31.846666999999997,2142.170003,POINT (113.22857103017998 22.944793686562)
1224,1224,广佛颐景园,,residential,,,,,,94.0,1.0,13.0,21.0,0.0,0.0,1.0,10.0,45.0,2.0,21.560001373291016,1973.0147705078125,0.3585716732890767,0.0022634784533227,"POLYGON ((113.2352564 22.9502752, 113.2351169 22.9522214, 113.235943 22.9523005, 113.2359908 22.9520131, 113.2373718 22.952101, 113.2376918 22.9504234, 113.2352564 22.9502752))",1220.7064128792613,21.525,1295.5760953134861,25.45692246153846,1894.5078621846467,18.758333476190476,,,,,3169.337494801688,26.195,1640.623348225065,18.390000000000004,1309.5725000411626,21.302222311111112,1602.9143478750639,20.902500500000002,1973.0149999999999,POINT (113.23632096988023 22.951230384615144)
1225,1225,顺德绿地国际花都,,residential,,,,,,87.0,1.0,11.0,14.0,0.0,0.0,0.0,10.0,48.0,2.0,27.86999893188477,1871.684814453125,0.3313432020679989,0.0021773881868861,"POLYGON ((113.2393825 22.9592174, 113.2395543 22.959288, 113.2398869 22.959293, 113.2402517 22.9592041, 113.2407077 22.9590608, 113.241228 22.9586607, 113.2414641 22.9582656, 113.2415606 22.9579593, 113.2415016 22.9577123, 113.2413943 22.9574999, 113.2412388 22.9572628, 113.2410564 22.9570554, 113.240815 22.9569467, 113.2403214 22.9568331, 113.2396884 22.9567639, 113.2395168 22.9567837, 113.2392968 22.9568479, 113.2389213 22.9582557, 113.2393825 22.9592174))",1793.1348295606617,21.525,1153.2826800679866,26.918635636363636,1869.0370492463687,21.337857285714286,,,,,,,2165.2776821783414,18.390000000000004,1413.2108485139981,21.114479270833332,1574.1244818255354,20.902500500000002,1871.685,POINT (113.24017913805858 22.958003497856684)
1226,1226,港龙花园,,residential,,,,,,86.0,1.0,11.0,14.0,0.0,0.0,0.0,10.0,47.0,2.0,27.86999893188477,1855.94482421875,0.3170848306751712,0.0020694445596588,"POLYGON ((113.2386948 22.9593773, 113.2390077 22.9592999, 113.2392459 22.9593214, 113.2394934 22.9596697, 113.2395121 22.9598761, 113.2394513 22.9600954, 113.2393813 22.9603147, 113.2393673 22.9605641, 113.239414 22.9606888, 113.2396428 22.9606931, 113.2397175 22.9608049, 113.2397082 22.9611618, 113.2395914 22.9614026, 113.2383586 22.9612822, 113.2384286 22.9601599, 113.2386948 22.9593773))",1813.4360932578288,21.525,1226.9673418103575,26.918635636363636,1821.2888270824972,21.337857285714286,,,,,,,2356.481547110554,18.390000000000004,1355.3721636907458,21.228829893617018,1901.5017917206721,20.902500500000002,1855.945,POINT (113.23899894311833 22.960445635064765)
1227,1227,太平洋广场太鼎中心,,residential,,,,,,70.0,1.0,12.0,13.0,0.0,0.0,0.0,4.0,39.0,1.0,19.979999542236328,1541.579833984375,0.2275111127854757,0.0015311754863036,"POLYGON ((113.2320829 22.9699046, 113.2334525 22.9700164, 113.2337154 22.9675666, 113.2326587 22.9674792, 113.2326361 22.9681397, 113.2326016 22.9686301, 113.2322455 22.9686335, 113.2321744 22.9692513, 113.2320829 22.9699046))",2207.885779313391,21.525,1984.725272317095,25.719999333333334,1661.424889051666,20.23038453846154,,,,,,,2309.751848511422,15.04375,1649.3929440801624,22.225000051282052,2504.413525270088,21.470001,1541.5799940000002,POINT (113.23296616042825 22.968825622769575)
1228,1228,顺德荔园新天地,,residential,,,,,,67.0,1.0,11.0,13.0,0.0,0.0,0.0,4.0,37.0,1.0,22.65999984741211,1479.7349853515625,0.2233063995991537,0.0015639596273278,"POLYGON ((113.236163 22.9701911, 113.235986 22.971658, 113.2362381 22.9717222, 113.2366029 22.9718754, 113.2369248 22.9719247, 113.237134 22.9719297, 113.2373593 22.9705072, 113.237547 22.969959, 113.2376221 22.9690798, 113.2377579 22.9678323, 113.2363824 22.9677431, 113.236163 22.9701911))",2514.9362680181293,21.525,2012.7277940301267,26.25136290909091,1723.0640062314828,20.23038453846154,,,,,,,2326.0840806131973,15.04375,1665.6865089732792,22.292027027027025,2385.9665427555965,21.470001,1479.734992,POINT (113.23685267879348 22.96974710697602)
1229,1229,中海锦城国际花园,,residential,,,,,,74.0,0.0,21.0,2.0,3.0,0.0,0.0,9.0,34.0,0.0,20.220001220703125,1985.159912109375,0.2842812533106832,0.0024205749486702,"POLYGON ((113.1650333 23.0738632, 113.1653502 23.071543, 113.1677269 23.0696411, 113.1714275 23.0693939, 113.1714911 23.0694574, 113.1715355 23.0695366, 113.1715651 23.0698824, 113.1714777 23.0704548, 113.1712107 23.0708441, 113.1709585 23.0711706, 113.1703888 23.0715831, 113.1677456 23.0735165, 113.1671104 23.0737657, 113.166466 23.0739118, 113.1657842 23.0739461, 113.1650333 23.0738632))",,,2209.581573242775,28.009523619047616,2278.5586286826665,20.512500000000003,2433.839536443276,22.533333666666664,,,,,2216.170712524783,20.55166688888889,1711.360285859695,28.793088029411763,,,1985.159991,POINT (113.16807368490565 23.071516417775385)
1230,1230,中铁建 国际公馆,,residential,,,,,,76.0,0.0,21.0,2.0,3.0,1.0,0.0,3.0,43.0,0.0,19.530000686645508,2078.065185546875,0.2946994376604128,0.0023656334014042,"POLYGON ((113.1544231 23.0755655, 113.1566655 23.0754915, 113.1570946 23.0754175, 113.1570785 23.0742725, 113.1544017 23.0743268, 113.1544231 23.0755655))",,,1388.3593429816603,27.53952361904762,1813.1110842124217,20.512500000000003,2602.028499826933,22.533333666666664,2727.1786820911157,17.565,,,2328.0138829730204,20.576666999999997,1827.1945690638636,28.5030231627907,,,2078.064994,POINT (113.15573870799214 23.074908364720798)
1231,1231,联海国际,,residential,,,,,,85.0,0.0,27.0,2.0,3.0,1.0,0.0,3.0,46.0,0.0,32.349998474121094,2421.61474609375,0.3419528416359441,0.0025673700260757,"POLYGON ((113.1544718 23.0721112, 113.1544074 23.070364, 113.156977 23.0698458, 113.1569716 23.0721062, 113.1544718 23.0721112))",,,1485.6389795373723,29.406851703703705,1960.2890903018038,20.512500000000003,2984.226865067958,22.533333666666664,3080.107116418636,17.565,,,2651.376825661381,20.576666999999997,1803.0000089859332,28.957065130434785,,,2421.6149939999996,POINT (113.15576013234123 23.071096215096937)
1232,1232,万科金域中央三期,,residential,,,,,,66.0,0.0,18.0,2.0,1.0,0.0,0.0,7.0,33.0,1.0,29.045000076293945,1863.264892578125,0.2446271234529173,0.0025218788660828,"POLYGON ((113.1675042 23.0686806, 113.167488 23.0681868, 113.1695654 23.0669712, 113.1698663 23.0669936, 113.1699476 23.0675547, 113.1703419 23.0675584, 113.1705208 23.0676295, 113.1705899 23.0684374, 113.1675042 23.0686806))",,,2082.9671868139317,29.03583311111111,2577.3027489614424,20.512500000000003,2764.129978502404,21.380001,,,,,2124.9071252435156,20.56000014285714,1764.4740336243747,30.53060584848485,2640.405237961613,28.085,1863.2649900000001,POINT (113.16914705952149 23.06798310264392)
1233,1233,万科金域中央,,residential,,,,,,81.0,0.0,23.0,0.0,1.0,0.0,0.0,9.0,43.0,1.0,30.799999237060547,2326.824951171875,0.2698799288080412,0.00245969944022,"POLYGON ((113.1693595 23.0624873, 113.1690591 23.0638002, 113.1684636 23.0638348, 113.1683939 23.065197, 113.167392 23.0652285, 113.1675042 23.0646733, 113.1676499 23.0637395, 113.1677044 23.0633006, 113.1677253 23.0626081, 113.167846 23.0624838, 113.1693595 23.0624873))",,,2209.695501824088,28.746521608695655,,,3235.0207078794588,27.57,,,,,2581.2118350704345,20.990000111111108,2021.2171137912285,30.4487206744186,2082.459447313158,28.085,2326.824987,POINT (113.168269670215 23.063678515986208)
1234,1234,石门中学教师职工宿舍,,residential,,,,,,36.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,26.0,0.0,19.6150016784668,991.4750366210938,0.1253510401193422,0.0017215024342395,"POLYGON ((113.1786077 23.1242296, 113.178745 23.1242098, 113.1788201 23.1243677, 113.1792064 23.1243282, 113.1797106 23.1241999, 113.1795819 23.1236375, 113.1790669 23.123381, 113.1788945 23.1232892, 113.178601 23.1233831, 113.1786057 23.1239703, 113.1786077 23.1242296))",,,2386.4045876206997,33.09142857142858,2499.791272400661,39.295,,,,,,,2580.0092599055542,15.62,1552.6717149694377,26.409230846153847,,,991.4750019999998,POINT (113.179086549789 23.123864931714238)
1235,1235,雅居尚筑,,residential,,,,,,56.0,0.0,11.0,1.0,3.0,0.0,0.0,11.0,25.0,0.0,25.70499992370605,1344.56005859375,0.1485857719333463,0.0019774145614996,"POLYGON ((113.1705362 23.0907252, 113.1705685 23.0908867, 113.1707115 23.0908979, 113.1707895 23.0909933, 113.1709901 23.0909689, 113.171163 23.0916039, 113.1711644 23.0916901, 113.1715663 23.0915141, 113.1716556 23.0918427, 113.1717019 23.0919497, 113.1716204 23.0920213, 113.1715339 23.0920609, 113.1714342 23.0920596, 113.1713279 23.0920448, 113.171242 23.0920002, 113.1711934 23.0919497, 113.171133 23.0918702, 113.1711202 23.0917892, 113.1709726 23.0917964, 113.170528 23.0918642, 113.1704083 23.0913377, 113.1703118 23.0912556, 113.1702819 23.0909729, 113.1703995 23.0908889, 113.1703959 23.0907321, 113.1705362 23.0907252))",,,3089.366096184755,24.946818181818177,636.1615517781532,20.515,486.99489061249307,22.533333666666664,,,,,1944.2876403991845,20.939091090909088,1937.2926942320028,25.91840012,,,1344.5600060000002,POINT (113.17089114239526 23.091460443753938)
